Name,URL of sub-project,Contributors,# of test files,# of test units,# of test units with mocks,Total # of more than one class mocked per test,Mocks of other mocks
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/oidc/
",140,1,5,2,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/personal-account/
",140,2,5,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-account/
",140,2,19,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-auth/
",140,3,8,1,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-devfile/
",140,4,67,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-factory-bitbucket-server/
",140,7,37,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-factory-github/
",140,7,36,3,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-factory-gitlab/
",140,7,23,2,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-factory/
",140,13,83,10,4,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-infraproxy/
",140,1,8,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-logger/
",140,1,7,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-metrics/
",140,8,29,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-ssh/
",140,1,20,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-system/
",140,4,21,1,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-user/
",140,14,194,7,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-workspace-activity/
",140,4,38,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/che-core-api-workspace/
",140,42,426,35,9,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/commons/che-core-commons-inject/
",140,4,13,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/commons/che-core-commons-j2ee/
",140,2,4,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/commons/che-core-commons-lang/
",140,10,31,1,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/commons/che-core-commons-test/
",140,3,5,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-authentication-commons/
",140,4,16,4,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-authorization-impl/
",140,2,3,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-authorization/
",140,1,1,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-organization/
",140,17,164,9,1,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-permission/
",140,6,41,5,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-resource/
",140,17,110,9,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/api/che-multiuser-api-workspace-activity/
",140,1,2,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/integration-tests/che-multiuser-cascade-removal/
",140,1,2,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/keycloak/che-multiuser-keycloak-server/
",140,8,44,4,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/keycloak/che-multiuser-keycloak-user-remover/
",140,2,5,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/machine-auth/che-multiuser-machine-authentication/
",140,7,28,1,1,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-devfile/
",140,5,33,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-factory/
",140,1,2,2,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-logger/
",140,1,8,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-resource/
",140,2,18,1,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-system/
",140,2,10,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-user/
",140,2,7,1,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-workspace-activity/
",140,1,5,1,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/multiuser/permission/che-multiuser-permission-workspace/
",140,7,53,2,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/wsmaster/integration-tests/cascade-removal/
",140,1,4,0,0,0
eclipse-ee4j/glassfish-hk2,"https://github.com/eclipse-ee4j/glassfish-hk2/tree/master/hk2-testing/hk2-mockito/
",25,20,22,0,0,0
eclipse-ee4j/jersey,"https://github.com/eclipse-ee4j/jersey/tree/master/core-client/
",58,29,172,0,0,0
eclipse-ee4j/jersey,"https://github.com/eclipse-ee4j/jersey/tree/master/core-common/
",58,38,211,0,0,0
eclipse-ee4j/jersey,"https://github.com/eclipse-ee4j/jersey/tree/master/tests/integration/jersey-4003/
",58,1,9,0,0,0
eclipse-ee4j/jersey,"https://github.com/eclipse-ee4j/jersey/tree/master/tests/integration/jersey-4697/
",58,1,1,0,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/http-support/
",17,7,62,14,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/assembly/compliance-tool/
",17,18,90,8,2,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/assembly/configuration/
",17,1,2,0,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/assembly/gradle-plugin/
",17,1,2,0,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/core/model/
",17,16,83,4,4,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/core/runtime/
",17,14,73,2,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/modules/cyclone-dx/
",17,2,8,0,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/modules/maven/
",17,8,19,5,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/core/frontend-stubs/cli-frontend-stub/
",17,2,3,0,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/core/frontend-stubs/maven-frontend-stub/
",17,1,1,0,0,0
eclipse/antenna,"https://github.com/eclipse/antenna/tree/master/modules/sw360/sw360-client/
",17,41,271,43,3,0
eclipse/deeplearning4j,"https://github.com/eclipse/deeplearning4j/tree/master/rl4j/rl4j-core/
",56,61,299,73,20,0
eclipse/deeplearning4j,"https://github.com/eclipse/deeplearning4j/tree/master/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp/
",56,39,145,3,1,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/gradle-plugin/kubernetes/
",97,19,60,10,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/gradle-plugin/openshift/
",97,13,25,1,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/jkube-kit-openliberty/
",97,2,5,1,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/jkube-kit-vertx/
",97,4,49,4,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/kubernetes-maven-plugin/plugin/
",97,10,29,13,1,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/config/resource/
",97,4,19,0,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/config/service/
",97,20,126,22,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/enricher/api/
",97,21,152,2,0,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/generator/webapp/
",97,5,28,20,1,0
eclipse/jkube,"https://github.com/eclipse/jkube/tree/master/jkube-kit/build/service/docker/
",97,24,122,10,0,0
eclipse/rdf4j,"https://github.com/eclipse/rdf4j/tree/master/tools/console/
",68,17,64,0,0,0
eclipse/rdf4j,"https://github.com/eclipse/rdf4j/tree/master/tools/server-spring/
",68,5,14,4,0,0
eclipse/rdf4j,"https://github.com/eclipse/rdf4j/tree/master/tools/workbench/
",68,0,0,0,0,0
eclipse/sw360,"https://github.com/eclipse/sw360/tree/master/clients/client/
",32,43,299,52,3,0
eclipse/sw360,"https://github.com/eclipse/sw360/tree/master/clients/http-support/
",32,7,62,14,0,0
eclipse/sw360,"https://github.com/eclipse/sw360/tree/master/frontend/sw360-portlet/
",32,10,31,15,1,0
eclipse/sw360,"https://github.com/eclipse/sw360/tree/master/libraries/exporters/
",32,2,16,0,0,0
eclipse/sw360,"https://github.com/eclipse/sw360/tree/master/libraries/importers/
",32,0,0,0,0,0
eclipse/sw360,"https://github.com/eclipse/sw360/tree/master/libraries/lib-datahandler/
",32,26,105,17,4,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/tycho-core/
",91,24,104,3,0,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/tycho-packaging-plugin/
",91,13,19,2,0,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/tycho-source-plugin/
",91,2,4,0,0,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/sisu-equinox/sisu-equinox-launching/
",91,2,6,0,0,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/tycho-extras/tycho-document-bundle-plugin/
",91,1,10,0,0,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/tycho-extras/tycho-eclipserun-plugin/
",91,1,0,0,0,0
eclipse/tycho,"https://github.com/eclipse/tycho/tree/master/tycho-surefire/tycho-surefire-plugin/
",91,8,31,3,0,0
eclipse/winery,"https://github.com/eclipse/winery/tree/master/org.eclipse.winery.repository/
",52,36,164,3,0,0
eclipse/winery,"https://github.com/eclipse/winery/tree/master/org.eclipse.winery.model/org.eclipse.winery.model.tosca.xml/
",52,1,1,0,0,0
ehrbase/openehr_sdk,"https://github.com/ehrbase/openehr_sdk/tree/master/client/
",14,15,51,7,0,0
ehrbase/openehr_sdk,"https://github.com/ehrbase/openehr_sdk/tree/master/generator/
",14,2,23,0,0,0
ehrbase/openehr_sdk,"https://github.com/ehrbase/openehr_sdk/tree/master/validation/
",14,20,87,7,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/address-space-controller/
",43,22,55,11,6,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/amqp-utils/
",43,3,4,0,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/api-common/
",43,3,14,9,5,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/api-model/
",43,13,65,0,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/discovery-lib/
",43,1,1,1,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/k8s-api/
",43,10,27,3,2,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/keycloak-user-api/
",43,0,0,0,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/service-broker/
",43,7,35,1,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/standard-controller/
",43,4,53,16,1,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/topic-forwarder/
",43,1,1,0,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/broker-plugin/sasl-delegation/
",43,1,7,0,0,0
enmasseproject/enmasse,"https://github.com/enmasseproject/enmasse/tree/master/keycloak-plugin/sasl-plugin/
",43,4,15,4,0,0
envirocar/envirocar-server,"https://github.com/envirocar/envirocar-server/tree/master/core/
",15,4,16,3,2,0
envirocar/envirocar-server,"https://github.com/envirocar/envirocar-server/tree/master/rest/
",15,13,42,5,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/application/
",11,0,0,0,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/connection.impl/
",11,0,0,0,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/connection/
",11,0,0,0,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/core.osgi/
",11,0,0,0,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/core/
",11,1,0,0,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/rest/
",11,0,0,0,0,0
ericsson/ecchronos,"https://github.com/ericsson/ecchronos/tree/master/standalone-integration/
",11,0,0,0,0,0
esig/dss,"https://github.com/esig/dss/tree/master/dss-test/
",42,2,2,0,0,0
espertechinc/esper,"https://github.com/espertechinc/esper/tree/master/common/
",10,12,453,14,0,0
esupportail/esup-uportal,"https://github.com/esupportail/esup-uportal/tree/master/uportal-war/
",48,139,418,40,7,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/ethereum/
",315,4,13,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/quarkus/
",315,11,15,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-5-reactive-client/
",315,11,36,6,5,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-aop-2/
",315,4,8,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-core/
",315,6,23,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-di/
",315,13,26,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-mockito/
",315,4,5,2,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/core-java-modules/core-java-time-measurements/
",315,9,34,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/persistence-modules/spring-boot-persistence/
",315,15,29,4,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-boot-modules/spring-boot-annotations-2/
",315,6,11,8,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-boot-modules/spring-boot-annotations/
",315,2,4,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-ejb/ejb-beans/
",315,5,14,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-web-modules/spring-mvc-velocity/
",315,2,3,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/testing-modules/junit-5/
",315,25,70,5,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/testing-modules/mockito-2/
",315,18,52,41,1,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/testing-modules/mockito-3/
",315,1,2,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/testing-modules/mockito/
",315,16,84,80,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/testing-modules/powermock/
",315,2,6,5,1,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/aws-lambda/todo-reminder/ToDoFunction/
",315,2,4,1,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-cloud/spring-cloud-hystrix/rest-consumer/
",315,1,1,0,0,0
eugenp/tutorials,"https://github.com/eugenp/tutorials/tree/master/spring-cloud/spring-cloud-hystrix/rest-producer/
",315,1,1,0,0,0
europeana/api2,"https://github.com/europeana/api2/tree/master/api2-war/
",18,16,57,4,0,0
europeana/corelib,"https://github.com/europeana/corelib/tree/master/corelib-record/
",24,3,10,0,0,0
europeana/corelib,"https://github.com/europeana/corelib/tree/master/corelib-search/
",24,5,29,0,0,0
europeana/corelib,"https://github.com/europeana/corelib/tree/master/corelib-storage/
",24,6,30,0,0,0
europeana/corelib,"https://github.com/europeana/corelib/tree/master/corelib-web/
",24,4,18,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/commons/
",19,7,69,5,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/tools/data-validator/
",19,0,0,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/tools/ecloud-cleaner-tool/
",19,3,11,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/tools/ecloud-revision-cleaner-tool/
",19,2,3,2,2,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/tools/records-downloader-tool/
",19,3,6,2,2,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/tools/resource-migration-tool/
",19,4,22,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/aas/authentication/
",19,2,8,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/aas/authorization/
",19,2,23,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/aas/rest-client-java/
",19,1,1,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/aas/rest/
",19,1,1,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/dps/rest/
",19,27,197,45,17,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/mcs/driver/
",19,7,158,3,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/mcs/persistent/
",19,12,99,2,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/uis/rest-client-java/
",19,2,10,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/uis/rest/
",19,10,66,0,0,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/dps/storm/common/
",19,16,92,12,2,0
europeana/europeana-cloud,"https://github.com/europeana/europeana-cloud/tree/master/service/dps/storm/io/
",19,8,42,32,27,0
