Name,URL of sub-project,Contributors,# of test files,# of test units,# of test units with mocks,Total # of more than one class mocked per test,Mocks of other mocks
neo4j/sdn-rx,"https://github.com/neo4j/sdn-rx/tree/master/spring-data-neo4j-rx/
",11,0,0,0,0,0
neo4j/sdn-rx,"https://github.com/neo4j/sdn-rx/tree/master/spring-data-neo4j-rx-spring-boot-starter-parent/spring-data-neo4j-rx-spring-boot-test-autoconfigure/
",11,0,0,0,0,0
netarchivesuite/netarchivesuite,"https://github.com/netarchivesuite/netarchivesuite/tree/master/common/common-test/
",18,1,0,0,0,0
netarchivesuite/netarchivesuite,"https://github.com/netarchivesuite/netarchivesuite/tree/master/harvester/harvest-scheduler/
",18,4,29,3,0,0
netarchivesuite/netarchivesuite,"https://github.com/netarchivesuite/netarchivesuite/tree/master/harvester/harvester-core/
",18,3,56,3,0,0
netarchivesuite/netarchivesuite,"https://github.com/netarchivesuite/netarchivesuite/tree/master/harvester/harvester-test/
",18,6,12,1,0,0
netarchivesuite/netarchivesuite,"https://github.com/netarchivesuite/netarchivesuite/tree/master/harvester/heritrix3/heritrix3-monitor/
",18,0,0,0,0,0
netcentric/accesscontroltool,"https://github.com/netcentric/accesscontroltool/tree/master/accesscontroltool-bundle/
",24,25,118,17,4,0
netty/netty,"https://github.com/netty/netty/tree/master/buffer/
",363,55,797,1,0,0
netty/netty,"https://github.com/netty/netty/tree/master/codec-http/
",363,91,774,2,0,0
netty/netty,"https://github.com/netty/netty/tree/master/codec-http2/
",363,55,737,99,15,0
netty/netty,"https://github.com/netty/netty/tree/master/codec-mqtt/
",363,6,60,0,0,0
netty/netty,"https://github.com/netty/netty/tree/master/codec/
",363,81,369,2,0,0
netty/netty,"https://github.com/netty/netty/tree/master/common/
",363,52,447,46,6,0
netty/netty,"https://github.com/netty/netty/tree/master/handler-proxy/
",363,2,13,0,0,0
netty/netty,"https://github.com/netty/netty/tree/master/handler/
",363,64,262,2,0,0
netty/netty,"https://github.com/netty/netty/tree/master/resolver/
",363,4,17,1,0,0
netty/netty,"https://github.com/netty/netty/tree/master/transport/
",363,44,316,8,3,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/audit/
",35,2,30,9,9,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/body/
",35,4,25,0,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/client/
",35,16,68,8,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/consul/
",35,5,11,0,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/metrics/
",35,34,227,25,8,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/portal-registry/
",35,5,10,0,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/prometheus/
",35,1,1,0,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/registry/
",35,2,5,0,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/sanitizer/
",35,6,26,3,0,0
networknt/light-4j,"https://github.com/networknt/light-4j/tree/master/status/
",35,3,21,0,0,0
networknt/light-rest-4j,"https://github.com/networknt/light-rest-4j/tree/master/openapi-validator/
",13,3,46,0,0,0
ngageoint/mrgeo,"https://github.com/ngageoint/mrgeo/tree/master/mrgeo-services/mrgeo-services-core/
",13,4,41,0,0,0
ngageoint/mrgeo,"https://github.com/ngageoint/mrgeo/tree/master/mrgeo-services/mrgeo-services-tms/
",13,1,0,0,0,0
ngageoint/mrgeo,"https://github.com/ngageoint/mrgeo/tree/master/mrgeo-services/mrgeo-services-wcs/
",13,1,0,0,0,0
ngageoint/mrgeo,"https://github.com/ngageoint/mrgeo/tree/master/mrgeo-services/mrgeo-services-wms/
",13,1,0,0,0,0
nicktelford/dropwizard,"https://github.com/nicktelford/dropwizard/tree/master/dropwizard-testing/
",74,4,7,0,0,0
ninjaframework/ninja,"https://github.com/ninjaframework/ninja/tree/master/ninja-core/
",66,67,800,373,38,0
ninjaframework/ninja,"https://github.com/ninjaframework/ninja/tree/master/ninja-db-classic/
",66,4,11,0,0,0
ninjaframework/ninja,"https://github.com/ninjaframework/ninja/tree/master/ninja-maven-plugin/
",66,4,16,3,0,0
ninjaframework/ninja,"https://github.com/ninjaframework/ninja/tree/master/ninja-metrics-graphite/
",66,1,3,3,0,0
ninjaframework/ninja,"https://github.com/ninjaframework/ninja/tree/master/ninja-metrics/
",66,3,2,0,0,0
onap/so,"https://github.com/onap/so/tree/master/common/
",79,36,86,20,12,0
onap/so,"https://github.com/onap/so/tree/master/adapters/so-appc-orchestrator/
",79,6,20,10,9,0
onap/so,"https://github.com/onap/so/tree/master/bpmn/MSOCommonBPMN/
",79,81,422,58,16,0
onap/so,"https://github.com/onap/so/tree/master/bpmn/mso-infrastructure-bpmn/
",79,16,28,7,0,0
onap/so,"https://github.com/onap/so/tree/master/bpmn/so-bpmn-building-blocks/
",79,74,151,2,0,0
onap/so,"https://github.com/onap/so/tree/master/bpmn/so-bpmn-infrastructure-common/
",79,27,122,24,0,0
onap/so,"https://github.com/onap/so/tree/master/bpmn/so-bpmn-infrastructure-flows/
",79,6,5,0,0,0
onap/so,"https://github.com/onap/so/tree/master/bpmn/so-bpmn-tasks/
",79,138,988,211,29,0
onap/so,"https://github.com/onap/so/tree/master/graph-inventory/aai-client/
",79,28,132,47,5,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-admin-webapp/
",28,17,65,14,5,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-api-webapp/
",28,8,13,6,0,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-enterprise-webapp/
",28,3,14,5,2,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-federations/
",28,12,27,13,11,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-geocoder/
",28,2,2,1,0,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-gtfs-realtime-archiver/
",28,1,1,0,0,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-nextbus-api-webapp/
",28,1,5,2,2,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-phone/
",28,2,2,1,0,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-transit-data-federation-builder/
",28,18,31,23,11,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-transit-data-federation/
",28,27,120,25,12,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-users/
",28,6,26,7,1,0
onebusaway/onebusaway-application-modules,"https://github.com/onebusaway/onebusaway-application-modules/tree/master/onebusaway-util/
",28,2,7,0,0,0
onebusaway/onebusaway-gtfs-modules,"https://github.com/onebusaway/onebusaway-gtfs-modules/tree/master/onebusaway-gtfs-merge/
",28,5,10,0,0,0
onebusaway/onebusaway-gtfs-modules,"https://github.com/onebusaway/onebusaway-gtfs-modules/tree/master/onebusaway-gtfs-transformer/
",28,23,67,1,0,0
onebusaway/onebusaway-gtfs-modules,"https://github.com/onebusaway/onebusaway-gtfs-modules/tree/master/onebusaway-gtfs/
",28,23,84,0,0,0
onelogin/java-saml,"https://github.com/onelogin/java-saml/tree/master/core/
",35,14,374,1,0,0
onelogin/java-saml,"https://github.com/onelogin/java-saml/tree/master/toolkit/
",35,2,91,73,65,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/amq-plugin/
",44,2,14,7,3,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/antenna/
",44,10,24,3,0,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/cmsdal/
",44,14,96,2,2,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/controller/
",44,11,57,22,12,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/crawler/
",44,3,20,7,0,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/inductor/
",44,4,33,8,0,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/opamp/
",44,13,60,40,23,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/sensor/
",44,11,21,5,3,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/transistor/
",44,7,69,3,1,0
oneops/oneops,"https://github.com/oneops/oneops/tree/master/transmitter/
",44,2,8,0,0,0
open-eid/siva,"https://github.com/open-eid/siva/tree/master/siva-parent/siva-statistics/
",26,3,27,4,0,0
open-eid/siva,"https://github.com/open-eid/siva/tree/master/siva-parent/siva-validation-proxy/
",26,7,35,25,0,0
open-eid/siva,"https://github.com/open-eid/siva/tree/master/validation-services-parent/timemark-container-validation-service/
",26,4,55,1,1,0
open-metadata/openmetadata,"https://github.com/open-metadata/openmetadata/tree/master/catalog-rest-service/
",44,0,0,0,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-core/
",52,174,816,329,91,8
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-datastore/
",52,7,77,1,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-entitlements/
",52,64,448,177,95,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-oauth2/
",52,13,82,60,33,4
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-rest/
",52,34,209,105,57,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-restlet/
",52,2,5,2,2,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-scripting/
",52,26,178,38,2,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-selfservice/
",52,4,8,4,2,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-uma/
",52,20,182,114,69,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-authentication/openam-auth-common/
",52,2,18,11,7,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-authentication/openam-auth-device-id/
",52,3,10,6,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-authentication/openam-auth-oidc/
",52,3,9,0,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-authentication/openam-auth-persistentcookie/
",52,1,18,10,9,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-sts/openam-common-sts/
",52,5,11,0,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-sts/openam-rest-sts/
",52,3,11,0,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-sts/openam-token-service-sts/
",52,17,26,7,2,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-tools/build-helper-plugin/
",52,4,9,7,5,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-tools/openam-license-core/
",52,5,36,4,1,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-tools/openam-license-manager-cli/
",52,1,3,2,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-tools/openam-license-servlet/
",52,1,7,3,0,0
openam-jp/openam,"https://github.com/openam-jp/openam/tree/master/openam-sts/openam-soap-sts/openam-soap-sts-server/
",52,7,19,11,10,0
openanthem/nimbus-core,"https://github.com/openanthem/nimbus-core/tree/master/nimbus-test/
",15,97,488,10,10,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/modules/openapi-generator-cli/
",400,4,41,0,0,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/modules/openapi-generator/
",400,189,1177,4,0,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/samples/client/others/java/okhttp-gson-streaming/
",400,2,7,0,0,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/samples/client/petstore/java/okhttp-gson-dynamicOperations/
",400,61,279,0,0,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/samples/client/petstore/java/okhttp-gson-nextgen/
",400,87,358,0,0,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/samples/client/petstore/java/okhttp-gson-parcelableModel/
",400,54,246,0,0,0
openapitools/openapi-generator,"https://github.com/openapitools/openapi-generator/tree/master/samples/client/petstore/java/okhttp-gson/
",400,62,283,0,0,0
openas2/openas2app,"https://github.com/openas2/openas2app/tree/master/Server/
",25,13,32,1,0,0
opencb/opencga,"https://github.com/opencb/opencga/tree/master/opencga-analysis/
",38,31,189,0,0,0
opencb/opencga,"https://github.com/opencb/opencga/tree/master/opencga-storage/opencga-storage-core/
",38,56,423,0,0,0
opencb/opencga,"https://github.com/opencb/opencga/tree/master/opencga-storage/opencga-storage-mongodb/
",38,36,104,0,0,0
opencb/opencga,"https://github.com/opencb/opencga/tree/master/opencga-storage/opencga-storage-hadoop/opencga-storage-hadoop-core/
",38,71,321,0,0,0
openfeign/feign,"https://github.com/openfeign/feign/tree/master/json/
",179,3,17,3,0,0
openfeign/feign,"https://github.com/openfeign/feign/tree/master/micrometer/
",179,1,0,0,0,0
openfeign/feign,"https://github.com/openfeign/feign/tree/master/reactive/
",179,3,23,13,1,0
openforis/collect,"https://github.com/openforis/collect/tree/master/collect-core/
",10,56,326,2,1,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-console/
",66,2,6,1,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-core-rest/
",66,51,369,225,137,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-core/
",66,204,1015,390,74,11
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-datastore/
",66,7,78,1,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-entitlements/
",66,65,447,171,91,9
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-http/
",66,4,7,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-notifications-integration/
",66,1,15,5,1,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-notifications-websocket/
",66,3,24,6,1,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-notifications/
",66,1,15,2,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-oauth2/
",66,23,154,92,50,4
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-push-notification/
",66,8,39,7,6,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-rest/
",66,34,213,113,57,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-restlet/
",66,2,5,2,2,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-scripting/
",66,26,177,38,2,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-selfservice/
",66,5,10,4,2,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-shared/
",66,47,226,23,2,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-uma/
",66,21,178,105,64,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-upgrade/
",66,11,54,33,24,8
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-audit/openam-audit-context/
",66,1,2,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-audit/openam-audit-core/
",66,7,26,2,1,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-common/
",66,4,19,12,7,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-device-id/
",66,3,10,6,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-fr-oath/
",66,3,8,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-oauth2/
",66,2,3,1,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-oidc/
",66,3,9,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-persistentcookie/
",66,3,20,13,12,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-push/
",66,1,3,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-saml2/
",66,1,10,9,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-authentication/openam-auth-webauthn/
",66,2,7,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-federation/OpenFM/
",66,64,157,4,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-federation/openam-federation-library/
",66,10,39,6,2,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-radius/openam-radius-server/
",66,6,19,10,3,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-sts/openam-common-sts/
",66,5,11,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-sts/openam-rest-sts/
",66,3,11,0,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-sts/openam-token-service-sts/
",66,17,26,7,2,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-tools/build-helper-plugin/
",66,4,9,7,5,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-tools/openam-installtools/
",66,3,37,8,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-tools/openam-license-core/
",66,5,36,4,1,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-tools/openam-license-manager-cli/
",66,1,3,2,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-tools/openam-license-servlet/
",66,1,7,3,0,0
openidentityplatform/openam,"https://github.com/openidentityplatform/openam/tree/master/openam-sts/openam-soap-sts/openam-soap-sts-server/
",66,7,19,11,10,0
openidentityplatform/openig,"https://github.com/openidentityplatform/openig/tree/master/contrib-http-framework/
",17,8,30,10,0,0
openidentityplatform/openig,"https://github.com/openidentityplatform/openig/tree/master/openig-core/
",17,98,609,58,1,0
openidentityplatform/openig,"https://github.com/openidentityplatform/openig/tree/master/openig-oauth2/
",17,13,101,28,1,0
openidentityplatform/openig,"https://github.com/openidentityplatform/openig/tree/master/openig-openam/
",17,10,57,20,2,0
openidentityplatform/openig,"https://github.com/openidentityplatform/openig/tree/master/openig-saml/
",17,2,5,0,0,0
openidentityplatform/openig,"https://github.com/openidentityplatform/openig/tree/master/openig-uma/
",17,3,25,8,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/hetu-hbase/
",130,0,0,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/hetu-heuristic-index/
",130,0,0,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/hetu-metastore/
",130,0,0,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/hetu-state-store/
",130,0,0,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/presto-hive/
",130,1,163,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/presto-main/
",130,5,4,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/presto-memory/
",130,0,0,0,0,0
openlookeng/hetu-core,"https://github.com/openlookeng/hetu-core/tree/master/presto-orc/
",130,0,0,0,0,0
openmrs/openmrs-core,"https://github.com/openmrs/openmrs-core/tree/master/api/
",348,308,4177,44,2,0
openmrs/openmrs-core,"https://github.com/openmrs/openmrs-core/tree/master/liquibase/
",348,4,22,2,1,0
openmrs/openmrs-core,"https://github.com/openmrs/openmrs-core/tree/master/web/
",348,16,55,5,0,0
openmrs/openmrs-sdk,"https://github.com/openmrs/openmrs-sdk/tree/master/maven-plugin/
",30,6,35,11,0,0
openmrs/openmrs-sdk,"https://github.com/openmrs/openmrs-sdk/tree/master/sdk-commons/
",30,7,33,0,0,0
openmrs/openmrs-sdk,"https://github.com/openmrs/openmrs-sdk/tree/master/tomcat7-maven-plugin/
",30,1,5,5,0,0
openmrs/openmrs-sdk,"https://github.com/openmrs/openmrs-sdk/tree/master/tomcat9-maven-plugin/
",30,1,5,5,0,0
opennms/newts,"https://github.com/opennms/newts/tree/master/api/
",11,8,34,0,0,0
opennms/newts,"https://github.com/opennms/newts/tree/master/graphite/
",11,1,1,0,0,0
opennms/newts,"https://github.com/opennms/newts/tree/master/rest/
",11,6,18,3,1,0
opennms/newts,"https://github.com/opennms/newts/tree/master/cassandra/search/
",11,4,8,1,1,0
opennms/newts,"https://github.com/opennms/newts/tree/master/cassandra/storage/
",11,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-config/
",100,21,158,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-dao/
",100,29,132,16,4,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-services/
",100,41,84,14,9,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-taglib/
",100,1,4,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-web-api/
",100,6,17,2,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-webapp-rest/
",100,6,10,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-webapp/
",100,21,53,2,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/api/
",100,1,4,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/web/
",100,1,1,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/discovery/
",100,3,8,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/ifttt/
",100,4,7,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/jdbc-collector/
",100,4,6,2,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/newts/
",100,4,17,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/opennms-es-rest/
",100,1,2,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/prometheus-collector/
",100,9,9,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/system-report/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/timeseries/
",100,10,30,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/vaadin-node-maps/
",100,4,14,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/vaadin-surveillance-views/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/wsman/
",100,8,11,6,5,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/integrations/opennms-geoip-provisioning-adapter/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/integrations/opennms-vmware/
",100,7,18,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/integrations/opennms-wsman-asset-provisioning-adapter/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-alarms/daemon/
",100,2,2,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-config-dao/common-impl/
",100,2,6,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-correlation/opennms-correlator/
",100,2,3,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-provision/opennms-provision-geolocation/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-provision/opennms-provision-persistence/
",100,20,64,2,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-provision/opennms-provisiond/
",100,6,20,3,2,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-provision/opennms-requisition-dns/
",100,2,2,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-provision/opennms-requisition-service/
",100,3,3,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/protocols/cifs/
",100,2,3,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/protocols/xml/
",100,14,26,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/protocols/xmp/
",100,2,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/jmx/impl/
",100,2,2,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/snmp/api/
",100,8,18,5,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/snmp/integration-tests/
",100,9,33,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/snmp/profile-mapper/
",100,1,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/snmp/proxy-rpc-tests/
",100,3,2,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/bsm/daemon/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/collection/api/
",100,6,3,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/collection/persistence-tcp/
",100,1,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/dnsresolver/netty/
",100,2,16,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/events/daemon/
",100,6,48,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/events/syslog/
",100,10,57,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/events/traps/
",100,5,9,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/flows/elastic/
",100,9,15,2,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/flows/itests/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/graph/service/
",100,3,8,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/jest/client/
",100,12,24,2,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/kafka/consumer/
",100,1,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/kafka/producer/
",100,3,10,2,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/minion/status/
",100,2,20,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/rest/mapper/
",100,2,3,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/telemetry/daemon/
",100,1,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/ticketing/tsrm-integration/
",100,2,3,2,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/topology-map/org.opennms.features.topology.app/
",100,17,39,3,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/vaadin-dashlets/dashlet-ksc/
",100,1,1,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-config-dao/poll-outages/itests/
",100,2,3,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/opennms-config-dao/thresholding/impl/
",100,2,2,2,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/grpc/itests/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/rpc/kafka/
",100,0,0,0,0,0
